,DATE,CCN,STATION,NAME,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WT01,WT03,WT04,WT06,WT11,Year,Month,Date,Day,Illum
195,7/14/16,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,73,77,0,,,,,,2016,7,14,5,0.7
196,7/15/16,136,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,97,73,81,0,,,,,,2016,7,15,6,0.78
197,7/16/16,120,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,73,80,0,,,,,,2016,7,16,7,0.86
198,7/17/16,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.16,0,0,95,71,76,0,,,,,,2016,7,17,1,0.92
199,7/18/16,117,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,70,77,0,,,,,,2016,7,18,2,0.97
200,7/19/16,117,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.34,0,0,95,72,80,0,,,,,,2016,7,19,3,0.99
201,7/20/16,125,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1.81,0,0,91,70,72,0,,,,,,2016,7,20,4,1
202,7/21/16,115,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,90,67,75,0,,,,,,2016,7,21,5,0.98
203,7/22/16,132,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,73,77,0,,,,,,2016,7,22,6,0.94
204,7/23/16,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,94,77,85,0,,,,,,2016,7,23,7,0.88
205,7/24/16,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,97,76,83,0,,,,,,2016,7,24,1,0.8
206,7/25/16,112,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,95,77,81,0,,,,,,2016,7,25,2,0.7
207,7/26/16,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,99,77,80,0,,,,,,2016,7,26,3,0.59
208,7/27/16,119,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,94,80,82,0,,,,,,2016,7,27,4,0.47
209,7/28/16,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,94,79,80,0,,,,,,2016,7,28,5,0.36
210,7/29/16,134,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1.82,0,0,94,76,78,0,,,,,,2016,7,29,6,0.25
211,7/30/16,113,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,76,80,0,,,,,,2016,7,30,7,0.16
212,7/31/16,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.61,0,0,89,75,85,0,,,,,,2016,7,31,1,0.09
213,8/1/16,113,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.48,0,0,93,74,85,,,,,,,2016,8,1,2,0.03
214,8/2/16,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,74,80,,,,,,,2016,8,2,3,0.01
215,8/3/16,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,90,70,74,,,,,,,2016,8,3,4,0
216,8/4/16,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,85,68,73,,,,,,,2016,8,4,5,0.02
217,8/5/16,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,86,72,76,,,,,,,2016,8,5,6,0.06
218,8/6/16,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,75,79,,,,,,,2016,8,6,7,0.12
219,8/7/16,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,70,76,,,,,,,2016,8,7,1,0.19
220,8/8/16,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,68,79,,,,,,,2016,8,8,2,0.27
221,8/9/16,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,66,73,,,,,,,2016,8,9,3,0.36
222,8/10/16,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,73,83,,,,,,,2016,8,10,4,0.45
223,8/11/16,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,94,79,83,,,,,,,2016,8,11,5,0.54
224,8/12/16,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,95,80,83,,,,,,,2016,8,12,6,0.64
225,8/13/16,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,96,81,84,,,,,,,2016,8,13,7,0.73
226,8/14/16,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,98,81,86,,,,,,,2016,8,14,1,0.81
227,8/15/16,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,99,74,82,,,,,,,2016,8,15,2,0.88
228,8/16/16,119,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.7,0,0,96,74,84,,,,,,,2016,8,16,3,0.94
229,8/17/16,113,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,94,79,84,,,,,,,2016,8,17,4,0.98
230,8/18/16,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.87,0,0,94,74,83,,,,,,,2016,8,18,5,1
231,8/19/16,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,72,80,,,,,,,2016,8,19,6,0.99
232,8/20/16,110,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,72,76,,,,,,,2016,8,20,7,0.96
233,8/21/16,106,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,72,79,,,,,,,2016,8,21,1,0.9
234,8/22/16,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.61,0,0,92,67,68,,,,,,,2016,8,22,2,0.82
235,8/23/16,106,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,85,64,64,,,,,,,2016,8,23,3,0.72
236,8/24/16,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,86,64,65,,,,,,,2016,8,24,4,0.61
237,8/25/16,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,88,65,71,,,,,,,2016,8,25,5,0.49
238,8/26/16,128,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,88,71,79,,,,,,,2016,8,26,6,0.38
239,8/27/16,128,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,95,76,82,,,,,,,2016,8,27,7,0.28
240,8/28/16,118,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,72,74,,,,,,,2016,8,28,1,0.18
241,8/29/16,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,71,72,,,,,,,2016,8,29,2,0.11
242,8/30/16,119,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,72,72,,,,,,,2016,8,30,3,0.05
243,8/31/16,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,68,69,,,,,,,2016,8,31,4,0.01
244,9/1/16,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.07,0,0,93,69,72,,,,,,,2016,9,1,5,0
245,9/2/16,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,65,66,,,,,,,2016,9,2,6,0.01
246,9/3/16,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,81,66,70,,,,,,,2016,9,3,7,0.03
247,9/4/16,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.07,0,0,81,67,73,,,,,,,2016,9,4,1,0.08
248,9/5/16,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,60,71,,,,,,,2016,9,5,2,0.14
249,9/6/16,124,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,88,71,72,,,,,,,2016,9,6,3,0.21
250,9/7/16,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,68,72,,,,,,,2016,9,7,4,0.29
251,9/8/16,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0,0,93,71,73,,,,,,,2016,9,8,5,0.38
252,9/9/16,116,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,96,73,78,,,,,,,2016,9,9,6,0.47
254,9/11/16,110,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,95,78,79,,,,,,,2016,9,11,1,0.67
255,9/12/16,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,86,63,63,,,,,,,2016,9,12,2,0.76
256,9/13/16,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,85,63,68,,,,,,,2016,9,13,3,0.84
257,9/14/16,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,89,63,70,,,,,,,2016,9,14,4,0.91
258,9/15/16,115,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,94,70,70,,,,,,,2016,9,15,5,0.97
259,9/16/16,146,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,78,64,65,,,,,,,2016,9,16,6,1
260,9/17/16,137,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,80,64,69,,,,,,,2016,9,17,7,1
261,9/18/16,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,84,69,73,,,,,,,2016,9,18,1,0.97
262,9/19/16,85,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,86,73,74,,,,,,,2016,9,19,2,0.92
263,9/20/16,126,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.39,0,0,83,73,74,,,,,,,2016,9,20,3,0.84
264,9/21/16,124,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,80,71,71,,,,,,,2016,9,21,4,0.74
265,9/22/16,112,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,65,65,,,,,,,2016,9,22,5,0.64
266,9/23/16,131,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,63,63,,,,,,,2016,9,23,6,0.52
267,9/24/16,113,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,62,72,,,,,,,2016,9,24,7,0.41
268,9/25/16,112,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,78,54,58,,,,,,,2016,9,25,1,0.31
269,9/26/16,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,76,58,62,,,,,,,2016,9,26,2,0.22
270,9/27/16,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.31,0,0,74,62,72,,,,,,,2016,9,27,3,0.14
271,9/28/16,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,78,62,66,,,,,,,2016,9,28,4,0.07
272,9/29/16,119,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1.3,0,0,79,62,70,,,,,,,2016,9,29,5,0.03
273,9/30/16,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.59,0,0,73,70,73,,,,,,,2016,9,30,6,0.01
274,10/1/16,111,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.06,0,0,76,70,75,,,,,,,2016,10,1,7,0
275,10/2/16,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.09,0,0,80,72,78,,,,,,,2016,10,2,1,0.01
276,10/3/16,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,79,66,66,,,,,,,2016,10,3,2,0.05
277,10/4/16,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,77,56,57,,,,,,,2016,10,4,3,0.09
278,10/5/16,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,76,56,57,,,,,,,2016,10,5,4,0.15
279,10/6/16,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,72,56,60,,,,,,,2016,10,6,5,0.23
280,10/7/16,115,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,70,60,61,,,,,,,2016,10,7,6,0.31
281,10/8/16,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,74,61,65,,,,,,,2016,10,8,7,0.41
282,10/9/16,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.37,0,0,74,56,56,,,,,,,2016,10,9,1,0.5
283,10/10/16,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,69,48,50,,,,,,,2016,10,10,2,0.6
284,10/11/16,111,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,66,41,41,,,,,,,2016,10,11,3,0.7
285,10/12/16,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,68,41,46,,,,,,,2016,10,12,4,0.8
286,10/13/16,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,72,45,54,,,,,,,2016,10,13,5,0.88
287,10/14/16,129,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,73,44,44,,,,,,,2016,10,14,6,0.94
288,10/15/16,117,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,65,43,47,,,,,,,2016,10,15,7,0.99
289,10/16/16,122,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,70,47,54,0,,,,,,2016,10,16,1,1
290,10/17/16,123,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,74,54,59,,,,,,,2016,10,17,2,0.98
291,10/18/16,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,59,63,,,,,,,2016,10,18,3,0.94
292,10/19/16,134,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,84,62,67,,,,,,,2016,10,19,4,0.87
293,10/20/16,129,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,87,67,67,,,,,,,2016,10,20,5,0.78
294,10/21/16,142,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,84,66,67,,,,,,,2016,10,21,6,0.67
295,10/22/16,122,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.32,0,0,80,53,54,,,,,,,2016,10,22,7,0.57
296,10/23/16,118,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,60,47,48,,,,,,,2016,10,23,1,0.46
297,10/24/16,128,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,68,48,53,,,,,,,2016,10,24,2,0.36
298,10/25/16,108,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,71,42,42,,,,,,,2016,10,25,3,0.26
299,10/26/16,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,63,36,37,,,,,,,2016,10,26,4,0.18
300,10/27/16,115,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,58,36,47,,,,,,,2016,10,27,5,0.11
301,10/28/16,132,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.06,0,0,64,47,52,,,,,,,2016,10,28,6,0.06
302,10/29/16,120,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,63,40,45,,,,,,,2016,10,29,7,0.02
303,10/30/16,126,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,74,45,60,,,,,,,2016,10,30,1,0
304,10/31/16,124,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0,0,80,49,50,,,,,,,2016,10,31,2,0
305,11/1/16,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,62,42,45,,,,,,,2016,11,1,3,0.02
306,11/2/16,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,60,45,54,,,,,,,2016,11,2,4,0.06
307,11/3/16,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,74,54,60,,,,,,,2016,11,3,5,0.11
308,11/4/16,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,80,54,55,,,,,,,2016,11,4,6,0.17
309,11/5/16,118,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,64,37,56,,,,,,,2016,11,5,7,0.25
310,11/6/16,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,68,46,55,,,,,,,2016,11,6,1,0.34
311,11/7/16,116,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,69,40,41,,,,,,,2016,11,7,2,0.44
312,11/8/16,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,61,35,36,,,,,,,2016,11,8,3,0.54
313,11/9/16,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0,0,69,36,54,,,,,,,2016,11,9,4,0.65
314,11/10/16,117,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.14,0,0,69,36,38,,,,,,,2016,11,10,5,0.75
315,11/11/16,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,61,38,55,,,,,,,2016,11,11,6,0.84
316,11/12/16,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,65,35,42,,,,,,,2016,11,12,7,0.92
317,11/13/16,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,53,31,36,,,,,,,2016,11,13,1,0.97
318,11/14/16,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,64,32,33,,,,,,,2016,11,14,2,1
319,11/15/16,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,58,32,49,,,,,,,2016,11,15,3,0.99
320,11/16/16,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,64,37,38,,,,,,,2016,11,16,4,0.96
321,11/17/16,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,64,37,38,,,,,,,2016,11,17,5,0.9
322,11/18/16,116,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,62,37,37,,,,,,,2016,11,18,6,0.82
323,11/19/16,121,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,72,37,48,,,,,,,2016,11,19,7,0.72
324,11/20/16,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,71,38,40,,,,,,,2016,11,20,1,0.62
325,11/21/16,124,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,46,35,35,,,,,,,2016,11,21,2,0.52
326,11/22/16,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,45,32,36,,,,,,,2016,11,22,3,0.42
327,11/23/16,113,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,49,27,27,,,,,,,2016,11,23,4,0.32
328,11/24/16,64,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,52,27,46,,,,,,,2016,11,24,5,0.23
329,11/25/16,113,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,61,43,48,,,,,,,2016,11,25,6,0.16
330,11/26/16,121,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,59,41,47,,,,,,,2016,11,26,7,0.1
331,11/27/16,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,51,34,42,,,,,,,2016,11,27,1,0.05
332,11/28/16,131,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,52,30,30,,,,,,,2016,11,28,2,0.02
333,11/29/16,117,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0,0,54,30,49,,,,,,,2016,11,29,3,0
334,11/30/16,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.16,0,0,65,49,62,,,,,,,2016,11,30,4,0.01
335,12/1/16,111,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.63,0,0,74,51,52,,,,,,,2016,12,1,5,0.03
336,12/2/16,129,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,57,43,44,,,,,,,2016,12,2,6,0.07
337,12/3/16,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,,52,42,43,,,,,,,2016,12,3,7,0.12
338,12/4/16,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,50,37,40,,,,,,,2016,12,4,1,0.2
339,12/5/16,111,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.34,,,47,40,45,,,,,,,2016,12,5,2,0.28
340,12/6/16,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,55,41,41,,,,,,,2016,12,6,3,0.38
341,12/7/16,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1.06,0,0,51,41,49,,,,,,,2016,12,7,4,0.48
342,12/8/16,108,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,50,32,38,,,,,,,2016,12,8,5,0.59
343,12/9/16,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,47,30,30,,,,,,,2016,12,9,6,0.7
344,12/10/16,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,39,28,31,,,,,,,2016,12,10,7,0.8
345,12/11/16,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,36,25,31,,,,,,,2016,12,11,1,0.89
346,12/12/16,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.17,,,46,31,46,,,,,,,2016,12,12,2,0.95
347,12/13/16,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,54,36,36,,,,,,,2016,12,13,3,0.99
348,12/14/16,132,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,47,36,37,,,,,,,2016,12,14,4,1
349,12/15/16,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,47,28,28,,,,,,,2016,12,15,5,0.98
350,12/16/16,126,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,28,16,17,,,,,,,2016,12,16,6,0.93
351,12/17/16,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.8,,,30,17,29,,,,1,1,,2016,12,17,7,0.86
352,12/18/16,123,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.07,,,60,17,59,,,,,,,2016,12,18,1,0.78
353,12/19/16,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,65,31,31,,,,,,,2016,12,19,2,0.69
354,12/20/16,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,36,22,23,,,,,,,2016,12,20,3,0.59
355,12/21/16,110,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,37,23,26,,,,,,,2016,12,21,4,0.49
356,12/22/16,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,49,26,41,,,,,,,2016,12,22,5,0.39
357,12/23/16,133,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,57,28,29,,,,,,,2016,12,23,6,0.3
358,12/24/16,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.55,,,47,29,44,,,,,,,2016,12,24,7,0.22
359,12/25/16,45,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.08,,,51,34,40,,,,,,,2016,12,25,1,0.15
360,12/26/16,69,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,50,32,39,,,,,,,2016,12,26,2,0.09
361,12/27/16,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,57,39,57,,,,,,,2016,12,27,3,0.04
362,12/28/16,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,65,37,42,,,,,,,2016,12,28,4,0.01
363,12/29/16,108,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.24,,,49,32,44,,,,,,,2016,12,29,5,0
364,12/30/16,106,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,50,34,37,,,,,,,2016,12,30,6,0.01
365,12/31/16,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,,,42,27,31,,,,,,,2016,12,31,7,0.04
366,1/1/17,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,47,31,38,,,,,,,2017,1,1,1,0.08
367,1/2/17,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0,0,55,38,42,0,,,,,,2017,1,2,2,0.15
368,1/3/17,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.3,0,0,46,42,44,,,,,,,2017,1,3,3,0.23
369,1/4/17,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.69,0,0,50,44,46,,,,,,,2017,1,4,4,0.33
370,1/5/17,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,55,29,30,,,,,,,2017,1,5,5,0.43
371,1/6/17,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,36,30,31,,,,,,,2017,1,6,6,0.54
372,1/7/17,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,34,23,24,,,,,,,2017,1,7,7,0.66
373,1/8/17,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.25,,,25,15,15,,,,,,,2017,1,8,1,0.76
374,1/9/17,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,24,15,17,,,,,,,2017,1,9,2,0.85
375,1/10/17,74,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,26,17,21,,,,,,,2017,1,10,3,0.93
376,1/11/17,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,42,21,35,,,,,,,2017,1,11,4,0.98
377,1/12/17,109,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.04,0,0,57,35,55,,,,,,,2017,1,12,5,1
378,1/13/17,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,71,52,52,,,,,,,2017,1,13,6,0.99
379,1/14/17,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.01,0,0,54,35,35,0,,,,,,2017,1,14,7,0.96
380,1/15/17,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.29,0,0,54,33,37,,,,,,,2017,1,15,1,0.91
381,1/16/17,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,47,36,37,0,,,,,,2017,1,16,2,0.84
382,1/17/17,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.06,0,0,46,37,41,,,,,,,2017,1,17,3,0.76
383,1/18/17,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.22,0,0,54,41,48,,1,,,,,2017,1,18,4,0.66
384,1/19/17,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,58,42,44,,,,,,,2017,1,19,5,0.57
385,1/20/17,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,52,35,40,,,,,,,2017,1,20,6,0.47
386,1/21/17,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,49,40,48,0,,,,,,2017,1,21,7,0.38
387,1/22/17,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,50,47,48,,,,,,,2017,1,22,1,0.29
388,1/23/17,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.19,0,0,53,48,48,,,,,,,2017,1,23,2,0.21
389,1/24/17,120,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.85,0,0,49,40,40,,,,,,,2017,1,24,3,0.14
390,1/25/17,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,49,39,45,,,,,,,2017,1,25,4,0.08
391,1/26/17,120,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,61,41,51,,,,,,,2017,1,26,5,0.03
392,1/27/17,118,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,59,39,39,,,,,,,2017,1,27,6,0.01
393,1/28/17,113,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,44,34,35,,,,,,,2017,1,28,7,0
